number,semester,year,level,preprocessed_title,preprocessed_description,instructors,preprocessed_department_name,preprocessed_topics
18.318,Spring,2006.0,Graduate,topic algebraic combinatorics,course consists sampling topic algebraic combinatorics topic include matrixtree theorem application linear algebra application commutative exterior algebra counting face simplicial complex application algebra tiling,Prof. Richard Stanley,mathematics,"mathematics, algebra number theory, linear algebra, discrete mathematics"
16.20,Fall,2002.0,Undergraduate,structural mechanic,applies solid mechanic analysis hightechnology structure structural design consideration review threedimensional elasticity theory stress strain anisotropic material heating effect twodimensional plane stress plane strain problem torsion theory arbitrary section bending unsymmetrical section mixed material beam bending shear torsion thinwall shell beam buckling column stability phenomenon introduction structural dynamic exercise design general aerospace structure,Prof. Paul A. Lagace,aeronautics astronautics,"engineering, mechanical engineering, solid mechanic, structural mechanic, aerospace engineering"
1.225J,Fall,2002.0,Graduate,transportation flow system,design operation management traffic flow complex transportation network focus course cover two major topic traffic flow modeling traffic flow operation subtopics include deterministic probabilistic model element queuing theory traffic assignment concept illustrated various application case study halfterm subject offered second half semester,"Prof. Ismail Chabini, Prof. Amedeo R. Odoni","civil environmental engineering, engineering system division","engineering, system engineering, social science, urban study, civil engineering, computational modeling simulation, transportation planning, transportation engineering"
12.453,Fall,2005.0,Graduate,crosby lecture geology history africa,course series presentation advanced topic field geology visiting william otis crosby lecturer crosby lectureship awarded distinguished international scientist year introduce new scientific perspective mit community year crosby lecturer prof kevin burke lecture african history basic theme distinctiveness african continent way originated 600 million year ago way developed ever since,Prof. Kevin Burke,earth atmospheric planetary science,"science, humanity, history, earth science, geophysics, geology, african history"
1.72,Fall,2005.0,Graduate,groundwater hydrology,course cover fundamental subsurface flow transport emphasizing role groundwater hydrologic cycle relation groundwater flow geologic structure management contaminated groundwater class includes laboratory computer demonstration,Prof. Charles Harvey,civil environmental engineering,"engineering, science, earth science, environmental engineering, hydrology water resource system, geology"
20.380J,Spring,2010.0,Undergraduate,biological engineering design,course illustrates knowledge principle biology biochemistry engineering integrated create new product societal benefit us case study format examine recently developed product pharmaceutical biotechnology industry product evolves initial idea patent testing evaluation production marketing emphasizes scientific engineering principle responsibility scientist engineer business executive consequence technology instruction practice written oral communication topic focus class vary year year version look inflammation underlying many disease specifically role cancer diabetes cardiovascular disease,"Dr. Atissa Banuazizi, Mr. Harlan Breindel, Prof. John Essigmann, Prof. Darrell Irvine, Dr. Mya Poe, Prof. Forest White","biological engineering, chemistry","engineering, biological engineering, health medicine, public health, biomedical enterprise, pathology pathophysiology"
21A.01,Fall,2019.0,Undergraduate,culture work,course introduces diverse meaning us concept culture historical contemporary example scholarship popular medium around globe includes firsthand observation synthesized history ethnography quantitative representation visual fictionalized account human experience student conduct empirical research cultural difference systematic observation human interaction employ method interpretative analysis practice convincing others accuracy finding,Dr. Xenia Cherkaev,anthropology,"social science, anthropology, ethnography, cultural anthropology"
21A.460J,Spring,2005.0,Undergraduate,medicine religion politics africa african diaspora,course provides exploration colonial postcolonial clash theory healing embodiment african world western biomedicine examines afroatlantic religious tradition challenged western conception illness healing body also offered alternative notion morality rationality kinship gender sexuality also analyzes whether contemporary western biomedical intervention reinforce colonial imperial power effort promote global health africa african diaspora,Prof. Erica James,"anthropology, woman gender study","humanity, history, social science, health medicine, developing world, society, public health, anthropology, cultural anthropology, religion, african history"
22.313J,Spring,2007.0,Graduate,thermal hydraulics power technology,course cover thermofluid dynamic phenomenon analysis method conventional nuclear power station specific topic include kinematics dynamic twophase flow steam separation boiling instability critical condition singlechannel transient analysis multiple channel connected plenum loop analysis including single twophase natural circulation subchannel analysis,Prof. Jacopo Buongiorno,"nuclear science engineering, mechanical engineering, chemical engineering","engineering, science, physic, mechanical engineering, energy, fluid mechanic, thermodynamics, nuclear engineering, fossil fuel, nuclear"
22.903,Spring,2005.0,Graduate,photon neutron scattering spectroscopy application condensed matter,purpose course discus modern technique generation xray photon neutron follow selected application newly developed photon neutron scattering spectroscopic technique investigation property condensed matter interest nuclear engineer,Prof. Sow-Hsin Chen,nuclear science engineering,"engineering, science, physic, health medicine, nuclear physic, condensed matter physic, nuclear engineering, spectroscopy"
2.58J,Spring,2006.0,Graduate,radiative transfer,course investigates principle thermal radiation application engineering heat photon transfer problem topic include quantum classical model radiative property material electromagnetic wave theory thermal radiation radiative transfer absorbing emitting scattering medium coherent laser radiation application cover lasermaterial interaction imaging infrared instrumentation global warming semiconductor manufacturing combustion furnace high temperature processing,Prof. Gang Chen,"mechanical engineering, chemical engineering","engineering, science, physic, energy, technology, transport process, particle physic, thermodynamics, chemical engineering, climate, combustion, electromagnetism"
3.071,Fall,2015.0,Undergraduate,amorphous material,course discus fundamental material science behind amorphous solid noncrystalline material cover formation amorphous solid amorphous structure electrical optical property characterization method technical application,Juejun Hu,material science engineering,"engineering, material science engineering, polymeric material"
3.024,Spring,2013.0,Undergraduate,electronic optical magnetic property material,course describes electronic optical magnetic property material originate electronic molecular structure property designed particular application offer experimental exploration electronic optical magnetic property material handson experimentation practical material example,"Prof. Polina Anikeeva, Prof. Geoffrey Beach, Niels Holten-Andersen",material science engineering,"engineering, science, physic, nanotechnology, material science engineering, atomic molecular optical physic"
6.001,Spring,2005.0,Undergraduate,structure interpretation computer program,course introduces student principle computation upon completion 6001 student able explain apply basic method programming language analyze computational system generate computational solution abstract problem substantial weekly programming assignment integral part course course worth 4 engineering design point,"Prof. Trevor Darrell, Prof. Eric Grimson, Prof. Peter Szolovits",electrical engineering computer science,"engineering, computer science, mathematics, computation, theory computation"
6.774,Fall,2004.0,Graduate,physic microfabrication front end processing,course offered graduate focus understanding fundamental principle frontend process used fabrication device silicon integrated circuit includes advanced physical model practical aspect major process oxidation diffusion ion implantation epitaxy topic covered include high performance mo bipolar device including ultrathin gate oxide implantdamage enhanced diffusion advanced metrology new material silicon germanium sige,"Prof. Judy Hoyt, Prof. L. Rafael Reif",electrical engineering computer science,"engineering, science, physic, mechanical engineering, nanotechnology, material science engineering, electronic material, condensed matter physic, microtechnology"
6.933J,Fall,2001.0,Graduate,structure engineering revolution,6933j sts420j provides integrated approach engineering practice real world student 6933j sts420j research life cycle major engineering project new technology startup company multiple perspective technical economic political cultural research involves interviewing inventor reading laboratory notebook evaluating patent looking shoulder engineer developed today technology subject student recognize technical proficiency alone part formula success technology,Prof. David Mindell,"electrical engineering computer science, science technology society","engineering, entrepreneurship, innovation, business"
8.282J,Spring,2006.0,Undergraduate,introduction astronomy,introduction astronomy provides quantitative introduction physic solar system star interstellar medium galaxy universe determined variety astronomical observation model,Prof. Saul Rappaport,"physic, earth atmospheric planetary science","science, physic, astrophysics"
9.912,Fall,2001.0,Graduate,special topic brain cognitive science,memory unitary faculty rather consists multiple form learning differ operating characteristic neurobiological substrate seminar consider current debate regarding cognitive neural architecture memory specifically focusing recent effort address controversy application functional neuroimaging primarily fmri pet,Prof. Anthony Wagner,brain cognitive science,"science, biology, cognitive science, neurobiology, neuroscience"
ES.293,Spring,2007.0,Undergraduate,lego robotics,lego robotics us lego fun tool explore robotics mechanical system electronics programming seminar primarily lab experience provides student resource design build program functional robot constructed lego part motor sensor,James Rising,experimental study group,"engineering, computer science, electronics, mechanical engineering, electrical engineering, software design engineering, robotics control system, mechanical design"
MAS.865J,Spring,2006.0,Graduate,quantum information science,advanced graduate course quantum computation quantum information prior knowledge quantum mechanic required topic include quantum computation advanced quantum error correction code fault tolerance quantum algorithm beyond factoring property quantum entanglement quantum protocol communication complexity,"Prof. Isaac Chuang, Prof. Peter Shor","medium art science, electrical engineering computer science, physic","engineering, science, computer science, physic, mathematics, computation, theory computation, quantum mechanic"
WGS.110J,Spring,2016.0,Undergraduate,sexual gender identity,course offer introduction history gender sex sexuality modern united state end nineteenth century beginning twentyfirst begin overview historical approach field emphasizing changing nature sexual gender identity time remainder course flow chronologically tracing expanding contracting nature attempt control construct contain sexual gender identity well effort worked resist reject reform institutionalized heterosexuality mainstream configuration gendered power,Prof. Caley Horan,"woman gender study, history","humanity, history, society, gender study, woman study"
15.778,Summer,2004.0,Graduate,management supply network product service,course cover organizational strategic operational aspect managing supply network sn domestic international perspective topic include alternative sn structure strategic alliance design delivery system role third party logistics provider many activity exchanged among enterprise sn service nature final output often combination tangible product service endcustomer purchase series concept framework analytic tool provided better understand management service operation guest speaker share experience managing sn service restricted mit sloan fellow innovation global leadership,Prof. Gabriel Bitran,sloan school management,"business, supply chain management, operation management"
24.947,Spring,2013.0,Graduate,language disorder child,seminar focus reading discussion current linguistic theory first language acquisition language disorder young child also focus development principled understanding language disorder phonological morphological syntactic level examining way disorder confront theory language acquisition,Prof. Suzanne Flynn,linguistics philosophy,"humanity, language, linguistics"
1.204,Spring,2010.0,Graduate,computer algorithm system engineering,course cover concept computation used analysis engineering system includes following topic data structure relational database representation engineering data algorithm solution optimization engineering system design greedy dynamic programming branch bound graph algorithm nonlinear optimization introduction complexity analysis objectoriented efficient implementation algorithm emphasized,Dr. George Kocur,civil environmental engineering,"engineering, computer science, system engineering, algorithm data structure"
12.163,Fall,2004.0,Undergraduate,surface process landscape evolution,course offer introduction quantitative analysis geomorphic process examines interaction climate tectonics surface process sculpting earth surface,"Ben Crosby, Prof. Kelin Whipple",earth atmospheric planetary science,"science, earth science, environmental science, geophysics, geology"
14.75,Fall,2012.0,Undergraduate,political economy economic development,course explores relationship political institution economic development covering key theoretical issue well recent empirical evidence topic include corruption democracy dictatorship war discus know topic know covering craft good empirical study field experiment discriminate reliable unreliable evidence mitx online version course part micromasters program data economics design policy mitx online course entirely free audit though learner option pay fee based learner ability pay take proctored exam earn course certificate access course create mitx online account enroll course 14750x political economy economic developmenthttpsmitxonlinemiteducoursescoursev1mitxt14750xutm_mediumocwwebsiteutm_sourceocwwebsiteutm_campaigndedputm_contentocwpagepoliticaleconomyandeconomicdevelopment,Prof. Benjamin Olken,economics,"economics, social science, political economy, developmental economics"
7.15,Spring,2015.0,Undergraduate,experimental molecular genetics,projectbased laboratory course provides student indepth experience experimental molecular genetics using modern method molecular biology genetics conduct original research course geared towards student including sophomore strong interest future career biomedical research semester focus chemical genetics using _caenorhabditis elegans_ model system student gain experience research rationale method well training planning execution communication experimental biology warning notice experiment described material potentially hazardous require high level safety training special facility equipment supervision appropriate individual bear sole responsibility liability risk implementation safety procedure measure mit shall responsibility liability risk content implementation material presented legal noticeterms,"Dr. Nelly Cruz, Prof. Jing-Ke Weng",biology,"science, humanity, literature, biology, genetics, molecular biology, biochemistry, academic writing, cell biology"
4.125A,Fall,2005.0,Undergraduate,architecture studio building landscape,subject introduces skill needed build within landscape establishing continuity built natural world student learn build appropriately analysis landscape climate chosen site conceptualize design decision drawing model class taught concurrently 4125bcourses4125barchitecturestudiobuildinginlandscapesfall2005 assignment different site final project different since taught tandem would useful look together,Prof. Alan Joslin,architecture,"architecture, fine art, architectural design, environmental design"
11.421,Spring,2005.0,Graduate,housing human service,class focus housing human service system interact network social capital build element two system explores way differing world view professional perspective institutional need two system play operationally part establishes nature action frame two system part ii applies insight particular vulnerable group risk household transitional housing chronically mentally ill frail elderly,"Prof. Langley Keyes, Prof. Martin Rein",urban study planning,"social science, public administration, sociology, urban study, community development, housing development, public policy, social welfare"
16.83X,Spring,2002.0,Undergraduate,space system engineering,space system engineering 1683x astronautical capstone course option department aeronautics astronautics spring 2002 spring 2003 course offered 3semester format using conceive design implement operate cdio teaching model 1683x shorthand three course number 1683 16831 16832 first semester 1683 conceivedesign phase project result detailed system design precedes assembly second semester 16831 implement phase involves building student system final semester 16832 operate phase system tested readied perform intended environment year project objective demonstrate feasibility electromagnetically controlled array formation flying satellite project emfforce extension first cdio course project sphere ran spring 1999 spring 2000 demonstrated satellite formation flying using gas thruster stationkeeping whole class work project divide smaller subsystem team power metrology structure handle design detail,"Col. John Keesee, Prof. David Miller",aeronautics astronautics,"engineering, business, aerospace engineering, project management, astrodynamics, guidance control system"
2.092,Fall,2009.0,Undergraduate,finite element analysis solid fluid,course introduces finite element method analysis solid structural fluid field heat transfer problem steadystate transient dynamic condition considered finite element method solution procedure linear nonlinear analysis presented using largely physical argument homework term project graduate student involve use general purpose finite element analysis program adinahttpwwwadinacom application include finite element analysis modeling problem interpretation numerical result,Klaus-Jürgen Bathe,mechanical engineering,"engineering, mathematics, mechanical engineering, applied mathematics, solid mechanic, fluid mechanic, differential equation, mathematical analysis"
21A.157,Spring,2019.0,Undergraduate,meaning life,course examines variety cultural tradition propose answer question live meaningful life considers meaning life philosophical abstraction question individual grapple daily life facing difficult decision meeting defying cultural expectation course also provides tool thinking moral decision social historical practice permit student compare contextualize way people different time place approach fundamental ethical concern,"Prof. Graham Jones, Prof. Heather Paxson",anthropology,"social science, anthropology, social anthropology, ethnography, cultural anthropology"
21H.112,Spring,2006.0,Undergraduate,american revolution,course concerned primarily revolutionary origin american government topic covered include english american background revolution issue argument angloamerican conflict colonial resistance beginning republicanism revolutionary war constitution writing state nation effect american revolution reading emphasize document periodpamphlets correspondence minute resolution resistance organization constitutional document debate,Prof. Pauline Maier,history,"humanity, history, social science, political science, philosophy, american history, political philosophy, american politics"
24.960,Spring,2006.0,Graduate,syntactic model,course present comparison different proposed architecture syntax module grammar subject trace several theme across wide variety approach emphasis testable difference among model model discussed include ancient medieval proposal structuralism early generative grammar generative semantics governmentbinding theoryminimalism lfg hpsg tag functionalist perspective others,Prof. David Pesetsky,linguistics philosophy,"humanity, linguistics, syntax"
5.07SC,Fall,2013.0,Undergraduate,biological chemistry,course examines chemical physical property cell building block special emphasis structure protein principle catalysis well chemistry organic inorganic cofactor required chemical transformation within cell topic encompass basic principle metabolism regulation pathway including glycolysis gluconeogenesis fatty acid synthesis degradation pentose phosphate pathway krebs cycle oxidative phosphorylation click get startedimagesbutton_startpngpagessyllabus course format ocw scholar course designed independent study closely modeled course taught mit campus oncampus course two type class session lecture recitation lecture meet three time week recitation meet week recitation instructor teaching assistant elaborates concept presented lecture working new example student participation answer question mit student take corresponding residential class typically report average 1015 hour spent week including lecture recitation reading homework exam student encouraged supplement textbook reading research scholar course three major learning unit called module module divided sequence lecture session include textbook reading lecture note storyboards video professor joanne stubbe professor john essigmann problem set solution help guide learning problem set accompanied problem solving video dr bogdan fedeles solves one problem set,"Prof. John Essigmann, Dr. Bogdan Fedeles, Prof. Joanne Stubbe",chemistry,"science, biology, biochemistry"
6.438,Fall,2014.0,Graduate,algorithm inference,graduatelevel introduction principle statistical inference probabilistic model defined using graphical representation material course constitutes common foundation work machine learning signal processing artificial intelligence computer vision control communication ultimately subject teaching contemporary approach perspective problem statistical inference,Prof. Devavrat Shah,electrical engineering computer science,"engineering, computer science, mathematics, probability statistic, algorithm data structure, graphic visualization"
6.844,Spring,2003.0,Graduate,computability theory scheme,6844 graduate introduction programming theory logic programming computability programming language scheme used crystallize computability construction object study topic covered include programming computability theory based termrewriting substitution model computation scheme program sideeffects computation algebraic manipulation scheme evaluation algebraic manipulation term rewriting theory paradox selfapplication introduction formal programming semantics undecidability halting problem scheme property recursively enumerable set leading incompleteness theorem scheme equivalence logic program specification verification hilbert tenth problem,Prof. Albert R. Meyer,electrical engineering computer science,"engineering, computer science, mathematics, computation, programming language, theory computation"
8.821,Fall,2014.0,Graduate,string theory holographic duality,string theory course focus holographic duality also known gauge gravity duality ad cft novel method approaching connecting range diverse subject including quantum gravity black hole qcd extreme condition exotic condensed matter system quantum information,Prof. Hong Liu,physic,"science, physic, theoretical physic, quantum mechanic, particle physic"
HST.722J,Fall,2005.0,Graduate,brain mechanism hearing speech,advanced course covering anatomical physiological behavioral computational study central nervous system relevant speech hearing student learn primarily discussion scientific paper topic current interest recent topic include cell type neural circuit auditory brainstem organization processing auditory cortex auditory reflex descending system functional imaging human auditory system quantitative method relating neural response behavior speech motor control cortical representation language auditory learning songbird,"Prof. Joe C. Adams, Prof. M. Christian Brown, Prof. David N. Caplan, Dr. Bertrand Delgutte, Prof. Frank H. Guenther, Dr. Kenneth E. Hancock, Prof. Jennifer R. Melcher, Dr. Joseph S. Perkell","health science technology, brain cognitive science","science, health medicine, anatomy physiology, biology, neurobiology, neuroscience, sensoryneural system"
STS.360,Spring,2003.0,Graduate,ethnography,course practicumstyle seminar anthropological method ethnographic fieldwork writing depending student experience ethnographic reading practice course mix reading anthropological science study ethnography formulating pursuing ethnographic work local lab company site,"Prof. Joseph Dumit, Prof. Michael M.J. Fischer",science technology society,"social science, anthropology, ethnography"
STS.032,Spring,2018.0,Undergraduate,energy environment society global politics technology ecology waterenergyfood crisis,increasing public awareness multiple effect global environmental change term water energy food crisis become widely used scientific political debate sustainable development environmental policy although crisis distinct driver consequence providing sustainable supply water energy food deeply interrelated challenge require profound understanding political socioeconomic cultural factor historically shaped interrelation local global scale,Dr. William San Martin Aedo,science technology society,"social science, public administration, developing world, society, global poverty, environmental policy"
6.012,Fall,2005.0,Undergraduate,microelectronic device circuit,6012 header course department device circuit system concentration topic covered include modeling microelectronic device basic microelectronic circuit analysis design physical electronics semiconductor junction mo device relation electrical behavior internal physical process development circuit model understanding us limitation various model course us incremental largesignal technique analyze design bipolar field effect transistor circuit example chosen digital circuit singleended differential linear amplifier integrated circuit course 12 unit worth 4 engineering design point,Prof. Jesús del Alamo,electrical engineering computer science,"engineering, computer science, electronics, electrical engineering, computer design engineering"
21L.310,Spring,2010.0,Undergraduate,bestseller memoir,life written memory inform present memoir popular course address question others considering relationship biography autobiography memoir personal social theme closely examine recent memoir tobias wolff _this boy life_ barack obamas _dreams father_ edwidge danticats _brother_ _im dying_ ayaan hirsi ali _infidel_ alison bechdels _fun home_ student write two brief paper critical essay experiment memoir sampling class offer 6 unit strong emphasis close reading group discussion focused writing research presentation skill,Dr. Wyn Kelley,literature,"humanity, literature, criticism, nonfiction prose, biography"
6.820,Fall,2015.0,Undergraduate,fundamental program analysis,course offer comprehensive introduction field program analysis cover major form program analysis including type checking abstract interpretation model checking course cover underlying theory well modern technique application,Prof. Armando Solar-Lezama,electrical engineering computer science,"engineering, computer science, software design engineering"
21G.053,Spring,2014.0,Undergraduate,understanding contemporary french politics,course examines change contemporary french society study political debate reform institution since 1958 analyzes deep influence politics cultural social life despite decline political participation public controversy political cleavage algerian war postcolonial issue birth european union recent financial crisis moral revolution seventy recognition new family revisited course taught english,Prof. Bruno Perreau,global study language,"social science, political science, society, sociology, european russian study, social justice"
14.451,Spring,2007.0,Graduate,macroeconomic theory,introduction theory economic growth topic include basic fact economic growth longrun economic development brief overview optimal control theory dynamic programming basic neoclassical growth model variety market structure human capital economic growth endogenous growth model model endogenous technology model directed technical change competition market structure growth financial economic development international trade economic growth institution economic development halfterm subject class size limited,Prof. George-Marios Angeletos,economics,"economics, social science, macroeconomics"
12.340,Spring,2012.0,Undergraduate,global warming science,course provides student scientific foundation anthropogenic climate change introduction climate model focus fundamental physical process shape climate eg solar variability orbital mechanic greenhouse gas atmospheric oceanic circulation volcanic soil aerosol evidence past present climate change course discus material consequence climate change including sea level change variation precipitation vegetation storminess incidence disease course also examines science behind mitigation adaptation proposal,"Prof. Daniel Cziczo, Prof. Kerry Emanuel, Prof. David McGee, Prof. Sara Seager",earth atmospheric planetary science,"science, earth science, energy, environmental science, climate study, atmospheric science, climate"
17.541,Fall,2008.0,"Undergraduate, Graduate",japanese politics society,course designed student seeking fundamental understanding japanese history politics culture economy raw fish 101 often labeled combine lecture seminar discussion smallteam case study web page construction exercise designed shed light contemporary japan,"Patricia Gercik, Prof. Richard J. Samuels",political science,"humanity, history, economics, social science, political science, society, anthropology, asian study, political economy, asian history, cultural anthropology"
21A.155,Fall,2019.0,Undergraduate,food culture politics,course explores connection eat crosscultural study personal collective identity social relation economic inequality formed maintained via practice food production preparation consumption discussion organized around critical discussion make good food good tasty healthy authentic ethical etc draw anthropological study well recent writing film politics food agriculture primary goal course provide student conceptual tool understand evaluate food system local global level instruction practice written oral communication provided,Prof. Heather Paxson,anthropology,"social science, anthropology, social anthropology, cultural anthropology"
6.012,Spring,2009.0,Undergraduate,microelectronic device circuit,6012 header course department device circuit system concentration topic covered include modeling microelectronic device basic microelectronic circuit analysis design physical electronics semiconductor junction metalonsilicon mo device relation electrical behavior internal physical process development circuit model understanding us limitation various model course us incremental largesignal technique analyze design bipolar field effect transistor circuit example chosen digital circuit singleended differential linear amplifier integrated circuit,"Prof. Akintunde Akinwande, Prof. Jesús del Alamo, Prof. Judy Hoyt, Prof. Jing Kong, Prof. Charles Sodini",electrical engineering computer science,"engineering, computer science, electronics, electrical engineering, computer design engineering"
11.965,January IAP,2007.0,Graduate,reflective practice approach expanding learning frontier,course introduction approach reflective practice developed donald schön approach enables professional understand use knowledge practical situation combine practice learning effective way greater awareness deploy knowledge practical situation professional increase capacity learning timely way understanding frame situation idea help professional achieve greater flexibility increase capacity conceptual innovation objective course introduce student approach method reflective practice raising awareness cognitive resource use practice course introduce theory learning knowledge generation framing reframing theory action reflectioninpractice conceptual innovation provide student opportunity experiment theory real life practical exercise reflect real situation faced past professional experience practical exercise student opportunity reflect thinking capacity context practice,"Claudia Canepa, Sebastiao Ferriera, Prof. Ceasar McDowell",urban study planning,"innovation, social science, business, psychology"
18.600,Fall,2019.0,Undergraduate,probability random variable,course introduces student probability random variable topic include distribution function binomial geometric hypergeometric poisson distribution topic covered uniform exponential normal gamma beta distribution conditional probability bayes theorem joint distribution chebyshev inequality law large number central limit theorem,Prof. Scott Sheffield,mathematics,"mathematics, probability statistic, discrete mathematics"
2.004,Fall,2007.0,Undergraduate,system modeling control ii,upon successful completion course student able create lumped parameter model expressed ode simple dynamic system electrical mechanical energy domain make quantitative estimate model parameter experimental measurement obtain timedomain response linear system initial condition andor common forcing function specifically impulse step ramp input analytical computational method obtain frequencydomain response linear system sinusoidal input compensate transient response dynamic system using feedback technique design implement test active control system achieve desired performance measure mastery topic assessed via homework quizzesexams lab assignment,"Prof. George Barbastathis, Prof. David Gossard, Prof. Franz Hover",mechanical engineering,"engineering, mathematics, mechanical engineering, system engineering, computational modeling simulation, differential equation, dynamic control"
21A.217,Fall,2004.0,Undergraduate,anthropology war peace,class reorganized focus primarily war iraq previous year class still examines war crosscultural perspective asking whether war intrinsic human nature cause war particular cultural experience war differ war affected american culture,Prof. Hugh Gusterson,anthropology,"humanity, history, social science, public administration, anthropology, cultural anthropology, military study, military history"
21A.336,Spring,2004.0,Undergraduate,marketing microchip mcdonalds debating globalization,everyday bombarded word global encouraged see globalization quintessential transformation age exactly globalization mean affecting life people around world economic social cultural term contemporary change compare historical period change positive negative simply inevitable finally concept global shape perception way help u understand contemporary world potentially distort course begin offering brief overview historical world system including centered asia well europe explores nature contemporary transformation including economics medium information technology population flow consumer habit abstraction focusing daily life people various part world course considers topic daytoday impact computer silicon valley among tibetan refugee dilemma factory worker u rural java attraction bombay cinema nigeria making rap music japan cultural complexity immigrant life france course seek understand various form globalization take understand different impact worldwide,Prof. Christine Walley,anthropology,"humanity, history, social science, business, globalization, anthropology, social anthropology, world history, cultural anthropology"
21H.234J,Spring,2005.0,"Undergraduate, Graduate",downtown,seminar focus downtown u city late nineteenth century late twentieth century emphasis placed downtown idea place cluster interest changing character downtown recent effort rebuild subject considered include subway skyscraper highway urban renewal retail center focus reading discussion individual research project,"Prof. Robert Fogelson, Prof. Bernard Frieden","history, urban study planning","humanity, history, architecture, social science, fine art, urban study, environmental design, american history"
6.432,Spring,2004.0,Graduate,stochastic process detection estimation,course examines fundamental detection estimation signal processing communication control topic covered include vector space random variable bayesian neymanpearson hypothesis testing bayesian nonrandom parameter estimation minimumvariance unbiased estimator cramerrao bound representation stochastic process shaping whitening filter karhunenloeve expansion detection estimation waveform observation advanced topic include linear prediction spectral estimation wiener kalman filter,"Prof. Alan Willsky, Prof. Gregory Wornell",electrical engineering computer science,"engineering, mathematics, probability statistic, electrical engineering, applied mathematics, signal processing"
7.00,Fall,2020.0,Undergraduate,covid19 sarscov2 pandemic,fall 2020 mit student general public welcomed join professor richard young facundo batista discussed science pandemic new class livestream lecture available public registered student able ask question qa special guest speaker included drs anthony fauci david baltimore james bradner victoria clark kizzmekia corbett britt glaunsinger akiko iwasaki eric lander michael mina michel nussenzweig shiv pillai arlene sharpe skip virgin bruce walker note class ran september 1 2020 december 8 2020,MIT Department of Biology ,biology,"science, biology, molecular biology, microbiology, virology, cell biology"
21L.015,Fall,2003.0,Undergraduate,introduction medium study,introduction medium study designed student grown rapidly changing global multimedia environment want become literate critical consumer producer culture interdisciplinary comparative historical lens course defines medium broadly including oral print theatrical photographic broadcast cinematic digital cultural form practice course look nature mediated communication function medium history transformation medium institution help define medias place society course semester explore different theoretical perspective role power medium society influencing social value political belief identity behavior student also opportunity analyze specific medium text film television show explore meaning change occur particular narrative adapted different medium form look way politics class gender race influence production reception medium represent different perspective medium several guest speaker also present lecture reading lecture discussion well writing oral presentation student multiple opportunity engage critical debate field well explore role medium life,Dr. Andrea Walsh,literature,"humanity, literature, social science, medium study, fine art, anthropology, social anthropology, criticism, comparative literature"
11.945,Spring,2004.0,Graduate,springfield studio,springfield studio practicum design course focus physical programmatic social renewal urban community springfield massachusetts combining classroom work applied class project course content cover area physical designurban design related analysis planning tool used understand ass urban condition design development perspective urban design issue investigated context social economic challenge within community thus course dual goal 1 analyze physical condition community ass community need propose physical design intervention 2 ass community capacity programmatic need ultimate goal explore integration social programmatic physical development intervention way reinforce community revitalization effort apply knowledge development formal neighborhood revitalization plan address community need,"Prof. Ceasar McDowell, Prof. Susan Silberberg",urban study planning,"architecture, social science, fine art, sociology, urban study, environmental design, community development, urban planning, regional planning"
21L.704,Spring,2003.0,Undergraduate,study poetry gender lyric renaissance men woman writing love,core seminar great sequence english love sonnet written william shakespeare philip sidney edmund spenser mary wroth poem cover enormous amount aesthetic psychological ground ranging utterly subjective entirely public conventional licit forbidden desire might also serve manual experimentation resource sound rhythm figuration poetry around sequence develop several context using renaissance text modern account petrarchan literary tradition poem francis petrarch sir thomas wyatt social political ethical us love poetry seduction getting famous influencing policy elevating moral compensating failure account ideal masculinity femininity conduct manual theory gender anatomy limit late sixteenth century vogue love poetry narrative poem pornographic poem poem dont work,Prof. Mary Fuller,literature,"humanity, literature, society, gender study, criticism, international literature, poetry"
6.092,January IAP,2005.0,Undergraduate,bioinformatics proteomics,interdisciplinary course provides handson approach student topic bioinformatics proteomics lecture lab cover sequence analysis microarray expression analysis bayesian method control theory scalefree network biotechnology application designed computational andor engineering background include current realworld example actual implementation engineering design issue applicable engineering issue signal processing network theory machine learning robotics domain expounded upon,"Prof. Gil Alterovitz, Prof. Manolis Kellis, Prof. Marco Ramoni",electrical engineering computer science,"engineering, science, computer science, biological engineering, biology, data mining, computational biology, proteomics"
2.003J,Spring,2007.0,Undergraduate,dynamic control,introduction dynamic vibration lumpedparameter model mechanical system kinematics forcemomentum formulation system particle rigid body planar motion workenergy concept virtual displacement virtual work lagranges equation system particle rigid body planar motion linearization equation motion linear stability analysis mechanical system free forced vibration linear multidegree freedom model mechanical system matrix eigenvalue problem introduction numerical method matlab solve dynamic vibration problem,"Prof. Nicholas Hadjiconstantinou, Prof. Thomas Peacock, Prof. Sanjay Sarma, Prof. Peter So","mechanical engineering, civil environmental engineering","engineering, mathematics, mechanical engineering, applied mathematics, dynamic control"
8.04,Spring,2013.0,Undergraduate,quantum physic,course cover experimental basis quantum physic introduces wave mechanic schrödingers equation single dimension schrödingers equation three dimension first course undergraduate quantum physic sequence followed _805 quantum physic ii_courses805quantumphysicsiifall2013 _806 quantum physic iii_courses806quantumphysicsiiispring2016,"Prof. Allan Adams, Prof. Matthew Evans, Prof. Barton Zwiebach",physic,"science, physic, quantum mechanic"
